college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca,year
Maha College of Engineering - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,139.0,106.0,128.5,112.0,90.0,,114.5,2021.0
Maha College of Engineering - Salem,INFORMATION TECHNOLOGY,125.0,80.0,108.0,99.5,88.5,,,2021.0
Gnanamani College of Technology - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.0,116.5,126.5,120.5,117.0,135.0,114.0,2021.0
Gnanamani College of Technology - Namakkal,AGRICULTURAL ENGINEERING,112.5,89.0,84.5,,82.0,,,2021.0
Gnanamani College of Technology - Namakkal,BIO MEDICAL ENGINEERING,127.0,86.0,90.0,,107.0,,106.0,2021.0
Gnanamani College of Technology - Namakkal,BIO TECHNOLOGY,125.0,101.5,86.5,,111.5,,115.5,2021.0
Gnanamani College of Technology - Namakkal,CHEMICAL ENGINEERING,116.5,99.5,96.0,,83.0,87.5,90.5,2021.0
Gnanamani College of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,130.0,84.5,105.5,108.5,101.0,116.5,126.0,2021.0
Gnanamani College of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,133.5,95.5,97.0,88.5,99.0,,113.5,2021.0
Gnanamani College of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,111.0,90.0,93.0,,81.0,106.0,94.0,2021.0
Gnanamani College of Technology - Namakkal,FOOD TECHNOLOGY,106.0,83.0,82.5,,85.0,,,2021.0
Gnanamani College of Technology - Namakkal,INFORMATION TECHNOLOGY,119.0,90.0,98.0,93.5,94.5,108.0,108.0,2021.0
Gnanamani College of Technology - Namakkal,MECHANICAL ENGINEERING,99.0,83.5,92.0,,89.0,91.0,89.0,2021.0
Gnanamani College of Technology - Namakkal,PHARMACEUTICAL TECHNOLOGY,122.5,88.5,86.0,,88.5,,82.0,2021.0
The Kavery Engineering College - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134.0,90.5,110.0,,109.0,,121.0,2021.0
The Kavery Engineering College - Salem,AGRICULTURAL ENGINEERING,102.5,,90.0,,,,,2021.0
The Kavery Engineering College - Salem,BIO MEDICAL ENGINEERING,137.0,82.5,118.5,,97.5,,105.0,2021.0
The Kavery Engineering College - Salem,CIVIL ENGINEERING,123.0,91.0,89.5,,,,,2021.0
The Kavery Engineering College - Salem,CHEMICAL ENGINEERING,119.5,,94.5,,,,,2021.0
The Kavery Engineering College - Salem,COMPUTER SCIENCE AND ENGINEERING,128.0,92.0,106.0,116.0,87.5,,105.0,2021.0
The Kavery Engineering College - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,132.5,96.5,105.5,,85.5,,,2021.0
The Kavery Engineering College - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,113.0,87.5,103.0,,,,98.5,2021.0
The Kavery Engineering College - Salem,INFORMATION TECHNOLOGY,127.0,99.0,108.0,,97.0,91.5,109.5,2021.0
The Kavery Engineering College - Salem,MECHANICAL ENGINEERING,107.5,105.0,97.0,,108.5,,,2021.0
Selvam College of Technology - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,113.0,103.5,94.5,,90.5,,86.0,2021.0
Selvam College of Technology - Namakkal,BIO MEDICAL ENGINEERING,85.0,,,,,,,2021.0
Selvam College of Technology - Namakkal,BIO TECHNOLOGY,87.0,,,,,,,2021.0
Selvam College of Technology - Namakkal,CIVIL ENGINEERING,126.0,,,,,,,2021.0
Selvam College of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,117.0,89.5,90.0,114.5,88.5,,103.5,2021.0
Selvam College of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,111.5,88.0,87.5,112.0,85.5,,108.0,2021.0
Selvam College of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,97.5,,88.0,,80.0,,84.5,2021.0
Selvam College of Technology - Namakkal,INFORMATION TECHNOLOGY,106.5,86.5,102.0,,84.5,,,2021.0
Selvam College of Technology - Namakkal,MECHANICAL ENGINEERING,101.5,89.5,83.5,,83.5,,98.5,2021.0
Paavai College of Engineering - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.5,141.5,141.0,143.0,117.5,,,2021.0
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),128.5,96.0,120.5,101.0,87.0,,,2021.0
Paavai College of Engineering - Namakkal,AUTOMOBILE ENGINEERING,101.5,,,,,,,2021.0
Paavai College of Engineering - Namakkal,BIO MEDICAL ENGINEERING,116.5,99.5,89.0,,83.5,101.5,117.5,2021.0
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING,134.5,88.5,122.5,122.5,89.5,,,2021.0
Paavai College of Engineering - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,123.5,113.0,111.5,,89.5,,,2021.0
Paavai College of Engineering - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,113.5,107.5,95.5,,,,114.5,2021.0
Paavai College of Engineering - Namakkal,MECHANICAL ENGINEERING,101.5,90.0,96.5,,,,,2021.0
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),124.5,91.0,117.0,,94.0,,97.5,2021.0
Chettinad College of Engineering and Technology - Karur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156.5,129.5,128.5,112.0,102.0,,92.5,2021.0
Chettinad College of Engineering and Technology - Karur,COMPUTER SCIENCE AND ENGINEERING,144.0,139.5,135.0,117.5,104.0,,106.5,2021.0
Chettinad College of Engineering and Technology - Karur,ELECTRONICS AND COMMUNICATION ENGINEERING,145.5,127.5,122.0,97.5,97.0,,140.0,2021.0
Chettinad College of Engineering and Technology - Karur,ELECTRICAL AND ELECTRONICS ENGINEERING,118.5,100.0,106.0,98.5,83.5,,89.0,2021.0
Chettinad College of Engineering and Technology - Karur,INFORMATION TECHNOLOGY,137.0,128.5,126.0,108.5,114.5,,127.0,2021.0
Chettinad College of Engineering and Technology - Karur,MECHANICAL ENGINEERING,112.0,84.5,96.0,,,,,2021.0
Mahendra Institute of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),124.5,91.0,114.5,,,,87.0,2021.0
Mahendra Institute of Technology - Namakkal,BIO MEDICAL ENGINEERING,123.5,98.5,110.0,,108.0,,117.0,2021.0
Mahendra Institute of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,132.0,106.0,117.5,84.5,81.5,,86.5,2021.0
Mahendra Institute of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,145.0,123.5,122.5,123.5,108.0,95.5,110.5,2021.0
Mahendra Institute of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,118.0,89.0,107.0,,88.0,91.0,,2021.0
Mahendra Institute of Technology - Namakkal,INFORMATION TECHNOLOGY,130.0,110.5,120.5,85.5,95.5,,122.0,2021.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,118.5,95.0,,,95.0,,,2021.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING,82.5,,,,,,,2021.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,83.0,,,,,,,2021.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,109.0,,,,,,,2021.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),80.5,,,,,,,2021.0
Excel Engineering College - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,132.5,93.5,115.0,116.5,86.5,,99.0,2021.0
Excel Engineering College - Namakkal,AERONAUTICAL ENGINEERING,144.0,86.0,114.5,96.0,108.0,,132.0,2021.0
Excel Engineering College - Namakkal,AGRICULTURAL ENGINEERING,134.0,87.0,86.5,,81.5,121.5,122.0,2021.0
Excel Engineering College - Namakkal,BIO MEDICAL ENGINEERING,132.0,81.5,86.0,98.0,92.0,,114.5,2021.0
Excel Engineering College - Namakkal,COMPUTER SCIENCE AND BUSSINESS SYSTEM,119.5,108.0,110.0,,89.0,,108.0,2021.0
Excel Engineering College - Namakkal,CIVIL ENGINEERING,101.0,95.5,85.0,,,,,2021.0
Excel Engineering College - Namakkal,M.TECH. COMPUTER SCIENCE AND ENGINEERING (INTEGRATED 5 YEARS),107.5,102.5,96.5,,101.0,,93.5,2021.0
Excel Engineering College - Namakkal,COMPUTER SCIENCE AND ENGINEERING,141.5,98.0,118.0,104.5,85.5,130.0,98.0,2021.0
Excel Engineering College - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,142.5,124.0,130.5,,93.0,,116.0,2021.0
Excel Engineering College - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,114.0,93.5,86.5,82.0,90.0,,109.0,2021.0
Excel Engineering College - Namakkal,FOOD TECHNOLOGY,127.5,101.0,97.5,111.5,94.0,,106.5,2021.0
Excel Engineering College - Namakkal,INFORMATION TECHNOLOGY,136.5,87.0,116.0,94.0,83.0,,106.0,2021.0
Excel Engineering College - Namakkal,MECHANICAL ENGINEERING,112.5,93.5,97.0,102.0,81.5,,83.0,2021.0
Excel Engineering College - Namakkal,PETRO CHEMICAL TECHNOLOGY,90.0,85.0,,,86.0,,,2021.0
Excel Engineering College - Namakkal,SAFETY AND FIRE ENGINEERING,114.5,99.5,95.5,,97.5,,,2021.0
CMS College of Engineering - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,101.5,,,,,,,2021.0
CMS College of Engineering - Namakkal,BIO MEDICAL ENGINEERING,82.0,,,,,,,2021.0
CMS College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING,96.5,,,,,,,2021.0
CMS College of Engineering - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,104.0,,,,,,,2021.0
CMS College of Engineering - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,96.0,,,,,,,2021.0
CMS College of Engineering - Namakkal,MECHANICAL ENGINEERING,89.5,,84.5,,,,,2021.0
CMS College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),81.5,,,,,,,2021.0
AVS Engineering College - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,126.5,84.5,108.0,100.5,78.5,105.0,80.5,2021.0
AVS Engineering College - Salem,BIO MEDICAL ENGINEERING,143.0,81.0,135.5,125.0,103.0,,137.5,2021.0
AVS Engineering College - Salem,CIVIL ENGINEERING,110.0,90.5,101.5,,80.0,,104.5,2021.0
AVS Engineering College - Salem,COMPUTER SCIENCE AND ENGINEERING,130.5,85.0,111.0,92.5,85.5,86.5,111.5,2021.0
AVS Engineering College - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,126.0,95.0,105.5,93.0,91.5,100.0,100.0,2021.0
AVS Engineering College - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,126.0,89.0,101.5,100.5,89.0,,101.0,2021.0
AVS Engineering College - Salem,INFORMATION TECHNOLOGY,137.0,87.5,104.5,,90.5,,108.5,2021.0
AVS Engineering College - Salem,MECHANICAL ENGINEERING,121.0,84.5,102.5,95.5,92.0,,101.5,2021.0
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING,108.5,85.5,91.5,,85.5,,,2021.0
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,98.0,,,,,,,2021.0
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],INFORMATION TECHNOLOGY,98.0,96.0,84.0,,85.0,,,2021.0
Narasu's Sarathy Institute of Technology - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139.0,109.0,121.5,118.5,114.5,,,2021.0
Narasu's Sarathy Institute of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING,138.0,109.0,118.5,94.0,86.0,,84.5,2021.0
Narasu's Sarathy Institute of Technology - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,121.0,90.0,102.0,,111.5,,,2021.0
Narasu's Sarathy Institute of Technology - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,90.0,,83.5,,,,,2021.0
Narasu's Sarathy Institute of Technology - Salem,INFORMATION TECHNOLOGY,130.0,83.5,112.0,105.0,109.0,,,2021.0
Narasu's Sarathy Institute of Technology - Salem,MECHANICAL ENGINEERING,87.5,,81.0,,,,,2021.0
Narasu's Sarathy Institute of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),118.5,91.5,106.0,105.0,,,,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120.5,99.5,90.5,110.0,105.0,,,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,AGRICULTURAL ENGINEERING,102.0,,,,,,,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,CIVIL ENGINEERING,90.0,,,,,,,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,COMPUTER SCIENCE AND ENGINEERING,107.0,90.5,86.5,,84.0,93.5,94.0,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,ELECTRONICS AND COMMUNICATION ENGINEERING,114.5,114.5,85.5,,93.0,,,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,ELECTRICAL AND ELECTRONICS ENGINEERING,81.0,,,,,,,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,INFORMATION TECHNOLOGY,128.5,118.0,85.0,,121.0,,,2021.0
Jayalakshmi Institute of Technology - Dharmapuri,MECHANICAL ENGINEERING,84.5,,,,,,,2021.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,119.5,101.0,96.0,,,,,2021.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,CIVIL ENGINEERING,96.5,,,,,,,2021.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,COMPUTER SCIENCE AND ENGINEERING,92.0,,82.5,,,,,2021.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,ELECTRONICS AND COMMUNICATION ENGINEERING,84.5,,,,,,,2021.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,ELECTRICAL AND ELECTRONICS ENGINEERING,99.5,,,,,,,2021.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,INFORMATION TECHNOLOGY,86.5,,,,,,,2021.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,MECHANICAL ENGINEERING,88.0,,,,,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160.5,124.0,145.5,,126.0,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,BIO MEDICAL ENGINEERING,102.0,94.5,90.0,,89.0,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,CIVIL ENGINEERING,105.0,102.0,93.0,,81.0,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,COMPUTER SCIENCE AND ENGINEERING,140.5,104.5,116.5,123.0,109.0,,91.0,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,ELECTRONICS AND COMMUNICATION ENGINEERING,134.0,118.5,110.5,114.0,105.5,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,ELECTRICAL AND ELECTRONICS ENGINEERING,110.5,89.5,84.5,,79.0,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,INFORMATION TECHNOLOGY,138.0,82.0,110.5,127.5,112.5,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,MECHANICAL ENGINEERING,97.5,79.5,79.0,,83.5,,,2021.0
P.S.V. College of Engineering and Technology - Krishnagiri,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),124.5,101.0,109.0,121.0,100.0,,92.5,2021.0
Bharathiyar Institute of Engineering for Women - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.0,87.5,103.5,123.5,87.0,105.5,84.0,2021.0
Bharathiyar Institute of Engineering for Women - Salem,COMPUTER SCIENCE AND ENGINEERING,138.5,113.5,90.5,103.5,80.0,121.5,105.0,2021.0
Bharathiyar Institute of Engineering for Women - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,116.5,89.0,88.5,111.0,92.0,,102.0,2021.0
Bharathiyar Institute of Engineering for Women - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,90.0,85.0,84.5,,85.0,,,2021.0
Bharathiyar Institute of Engineering for Women - Salem,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),107.5,82.5,98.5,89.0,87.0,,94.0,2021.0
Tagore Institute of Engineering and Technology - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,116.5,83.5,97.5,86.0,94.5,,,2021.0
Tagore Institute of Engineering and Technology - Salem,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),100.0,90.0,87.0,,,,,2021.0
Tagore Institute of Engineering and Technology - Salem,CIVIL ENGINEERING,118.0,,,,,,,2021.0
Tagore Institute of Engineering and Technology - Salem,COMPUTER SCIENCE AND ENGINEERING,113.5,87.5,96.5,93.5,101.5,,,2021.0
Tagore Institute of Engineering and Technology - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,103.5,82.5,93.5,92.0,,,,2021.0
Tagore Institute of Engineering and Technology - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,95.0,82.0,86.5,,,,,2021.0
Tagore Institute of Engineering and Technology - Salem,MECHANICAL ENGINEERING,84.0,,,,,,,2021.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,122.5,116.0,99.5,,101.5,,121.0,2021.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,100.0,87.5,83.5,,,,86.0,2021.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,86.5,,,,,,,2021.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,INFORMATION TECHNOLOGY,112.0,82.5,104.5,,102.0,,83.5,2021.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,MECHANICAL ENGINEERING,80.5,,,,,,,2021.0
Annapoorana Engineering College- Salem (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5,107.0,123.5,100.5,133.0,,134.0,2021.0
Annapoorana Engineering College- Salem (Dist),AUTOMOBILE ENGINEERING,83.5,,78.0,,83.5,,,2021.0
Annapoorana Engineering College- Salem (Dist),BIO MEDICAL ENGINEERING,116.0,80.5,85.5,91.5,100.5,,113.0,2021.0
Annapoorana Engineering College- Salem (Dist),CIVIL ENGINEERING,83.5,,,,,,,2021.0
Annapoorana Engineering College- Salem (Dist),COMPUTER SCIENCE AND ENGINEERING,142.5,118.5,124.5,,132.0,,135.5,2021.0
Annapoorana Engineering College- Salem (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,124.0,96.0,105.0,113.0,106.5,,116.5,2021.0
Annapoorana Engineering College- Salem (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,113.0,81.5,94.5,,85.5,,109.0,2021.0
Annapoorana Engineering College- Salem (Dist),INFORMATION TECHNOLOGY,129.5,80.0,115.0,81.0,110.5,,116.5,2021.0
Annapoorana Engineering College- Salem (Dist),MECHANICAL ENGINEERING,95.5,92.5,91.0,,89.5,,,2021.0
Christ The King Engineering College- Coimbatore (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.0,85.5,82.0,,87.5,,101.5,2021.0
Christ The King Engineering College- Coimbatore (Dist),COMPUTER SCIENCE AND ENGINEERING,112.5,87.0,81.0,94.5,101.5,88.5,,2021.0
Christ The King Engineering College- Coimbatore (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,97.0,,81.0,,,81.0,,2021.0
Christ The King Engineering College- Coimbatore (Dist),INFORMATION TECHNOLOGY,116.0,90.0,95.5,,89.0,,,2021.0
Christ The King Engineering College- Coimbatore (Dist),MECHANICAL ENGINEERING,80.5,,,,,,,2021.0
Jai Sriram College of Technology- Tirupur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,147.0,134.0,95.0,98.0,130.0,,124.5,2021.0
Jai Sriram College of Technology- Tirupur,CIVIL ENGINEERING,113.0,85.5,105.5,,,,,2021.0
Jai Sriram College of Technology- Tirupur,COMPUTER SCIENCE AND ENGINEERING,135.5,109.5,115.0,,97.5,,122.5,2021.0
Jai Sriram College of Technology- Tirupur,ELECTRONICS AND COMMUNICATION ENGINEERING,132.5,115.5,90.0,,89.5,,101.5,2021.0
Jai Sriram College of Technology- Tirupur,ELECTRICAL AND ELECTRONICS ENGINEERING,107.0,86.5,96.5,,91.0,,,2021.0
Jai Sriram College of Technology- Tirupur,FASHION TECHNOLOGY,112.5,85.0,87.5,104.0,90.0,,94.0,2021.0
Jai Sriram College of Technology- Tirupur,INFORMATION TECHNOLOGY,128.5,113.5,101.0,,83.5,,120.0,2021.0
Jai Sriram College of Technology- Tirupur,MECHANICAL ENGINEERING,108.0,94.0,82.0,,84.0,,102.0,2021.0
Al-Ameen Engineering College- Erode,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,125.5,92.5,104.0,123.5,104.5,,103.5,2021.0
Al-Ameen Engineering College- Erode,COMPUTER SCIENCE AND ENGINEERING,103.0,,94.0,100.5,,,,2021.0
Al-Ameen Engineering College- Erode,ELECTRONICS AND COMMUNICATION ENGINEERING,104.0,,,97.5,,,,2021.0
Al-Ameen Engineering College- Erode,ELECTRICAL AND ELECTRONICS ENGINEERING,90.5,,,,,,,2021.0
Al-Ameen Engineering College- Erode,INFORMATION TECHNOLOGY,112.5,92.0,93.0,107.5,86.0,,109.0,2021.0
Al-Ameen Engineering College- Erode,MECHANICAL ENGINEERING,99.0,,,,,,,2021.0
Knowledge Institute of Technology- Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164.5,150.0,146.0,144.5,97.0,109.0,102.5,2021.0
Knowledge Institute of Technology- Salem,COMPUTER SCIENCE AND BUSSINESS SYSTEM,158.0,147.0,143.5,142.5,90.0,,,2021.0
Knowledge Institute of Technology- Salem,CIVIL ENGINEERING,134.0,101.0,129.5,,95.5,,,2021.0
Knowledge Institute of Technology- Salem,COMPUTER SCIENCE AND ENGINEERING,169.0,158.0,154.0,132.0,91.0,165.0,165.5,2021.0
Knowledge Institute of Technology- Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,163.5,152.0,149.0,133.5,105.5,94.0,,2021.0
Knowledge Institute of Technology- Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,152.5,147.5,143.0,132.5,97.5,,150.5,2021.0
Knowledge Institute of Technology- Salem,INFORMATION TECHNOLOGY,161.0,148.5,148.5,128.0,86.5,128.0,101.5,2021.0
Knowledge Institute of Technology- Salem,MECHANICAL ENGINEERING,135.5,112.5,111.5,87.5,105.0,,110.5,2021.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,171.5,142.5,138.5,105.0,141.5,,,2021.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),153.5,134.5,123.0,,96.0,,119.5,2021.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),CIVIL ENGINEERING,136.5,112.0,122.5,,108.0,89.0,127.0,2021.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),COMPUTER SCIENCE AND ENGINEERING,174.0,141.0,143.0,,102.0,,156.0,2021.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,162.0,137.0,142.0,137.0,100.5,,125.0,2021.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,145.5,134.0,128.5,133.0,123.5,,141.5,2021.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),MECHANICAL ENGINEERING,132.0,114.5,120.0,127.5,105.0,,113.5,2021.0
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),BIO MEDICAL ENGINEERING,81.5,,,,,,,2021.0
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),COMPUTER SCIENCE AND ENGINEERING,91.5,,,,,,86.0,2021.0
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,84.0,,,,,,,2021.0
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,94.0,,,,,,,2021.0
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),INFORMATION TECHNOLOGY,101.5,,95.5,94.0,99.0,,99.0,2021.0
Salem College of Engineering and Technology - Salem(Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,135.5,,98.0,,123.0,,,2021.0
Salem College of Engineering and Technology - Salem(Dist),BIO MEDICAL ENGINEERING,129.5,94.5,82.0,89.5,96.0,,118.0,2021.0
Salem College of Engineering and Technology - Salem(Dist),BIO TECHNOLOGY,117.0,,85.0,,117.5,,100.0,2021.0
Salem College of Engineering and Technology - Salem(Dist),COMPUTER SCIENCE AND ENGINEERING,126.5,80.5,99.5,98.5,88.0,117.5,111.5,2021.0
Salem College of Engineering and Technology - Salem(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,114.0,92.0,91.5,,89.0,,106.5,2021.0
Salem College of Engineering and Technology - Salem(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,119.5,93.0,82.5,,92.5,83.0,,2021.0
Salem College of Engineering and Technology - Salem(Dist),INFORMATION TECHNOLOGY,110.0,79.5,86.0,,87.5,,106.0,2021.0
Salem College of Engineering and Technology - Salem(Dist),MECHANICAL ENGINEERING,105.0,87.0,83.5,,80.0,,104.5,2021.0
Sree Sakthi Engineering College- Coimbatore (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.0,132.5,138.0,91.5,111.5,,105.0,2021.0
Sree Sakthi Engineering College- Coimbatore (Dist),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),146.0,132.0,132.0,130.5,124.5,111.0,115.0,2021.0
Sree Sakthi Engineering College- Coimbatore (Dist),CIVIL ENGINEERING,120.5,101.0,114.5,,101.0,,105.5,2021.0
Sree Sakthi Engineering College- Coimbatore (Dist),COMPUTER SCIENCE AND ENGINEERING,151.0,143.5,131.0,132.0,113.0,105.5,117.0,2021.0
Sree Sakthi Engineering College- Coimbatore (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,147.5,119.5,128.5,93.0,110.5,136.0,120.0,2021.0
