college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca
V.S.B. Engineering College - Karur,BIO TECHNOLOGY,170.0,138.0,135.5,119.5,128.0,114.0,
V.S.B. Engineering College - Karur,COMPUTER SCIENCE AND BUSSINESS SYSTEM,147.5,144.0,139.0,135.5,110.5,,104.5
V.S.B. Engineering College - Karur,CIVIL ENGINEERING,158.0,131.5,122.5,,97.0,,
V.S.B. Engineering College - Karur,CHEMICAL ENGINEERING,144.5,132.5,125.0,125.5,92.0,,119.5
V.S.B. Engineering College - Karur,COMPUTER AND COMMUNICATION ENGINEERING,145.5,142.0,133.5,124.0,106.0,,99.0
V.S.B. Engineering College - Karur,COMPUTER SCIENCE AND ENGINEERING,173.0,165.0,148.0,155.5,94.0,136.0,134.5
V.S.B. Engineering College - Karur,ELECTRONICS AND COMMUNICATION ENGINEERING,159.5,149.0,134.5,124.5,94.5,133.0,130.5
V.S.B. Engineering College - Karur,ELECTRICAL AND ELECTRONICS ENGINEERING,147.5,142.0,132.0,161.0,104.0,,117.0
V.S.B. Engineering College - Karur,INFORMATION TECHNOLOGY,162.5,152.0,141.0,130.0,93.5,117.0,133.0
V.S.B. Engineering College - Karur,MECHANICAL ENGINEERING,147.5,136.0,127.0,126.0,98.0,,121.0
Maha College of Engineering - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,132.5,92.0,103.0,106.0,105.5,,
Maha College of Engineering - Salem,BIO MEDICAL ENGINEERING,110.5,89.0,99.0,108.0,105.0,,107.5
Maha College of Engineering - Salem,COMPUTER SCIENCE AND ENGINEERING,130.0,93.0,108.0,92.0,92.5,95.0,
Maha College of Engineering - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,138.5,105.5,127.5,112.5,91.0,,115.5
Maha College of Engineering - Salem,INFORMATION TECHNOLOGY,124.5,80.5,107.5,100.0,89.0,,
Gnanamani College of Technology - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,116.0,126.0,121.5,116.5,134.5,113.5
Gnanamani College of Technology - Namakkal,AGRICULTURAL ENGINEERING,113.0,89.5,85.0,,81.5,,
Gnanamani College of Technology - Namakkal,BIO MEDICAL ENGINEERING,126.5,85.5,90.5,,107.5,,105.5
Gnanamani College of Technology - Namakkal,BIO TECHNOLOGY,125.5,102.5,87.5,,110.5,,116.0
Gnanamani College of Technology - Namakkal,CHEMICAL ENGINEERING,116.0,99.0,96.5,,82.5,88.5,89.5
Gnanamani College of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,130.5,83.5,104.5,107.5,101.5,116.0,125.5
Gnanamani College of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,133.0,94.5,96.0,87.5,99.5,,114.5
Gnanamani College of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,112.0,90.5,92.5,,82.0,106.5,94.5
Gnanamani College of Technology - Namakkal,FOOD TECHNOLOGY,105.5,84.0,83.0,,85.5,,
Gnanamani College of Technology - Namakkal,INFORMATION TECHNOLOGY,119.5,90.5,97.0,94.0,95.5,107.0,108.5
Gnanamani College of Technology - Namakkal,MECHANICAL ENGINEERING,98.5,84.5,91.0,,88.5,92.0,90.0
Gnanamani College of Technology - Namakkal,PHARMACEUTICAL TECHNOLOGY,121.5,89.5,87.0,,89.0,,83.0
The Kavery Engineering College - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,135.0,91.0,109.0,,110.0,,122.0
The Kavery Engineering College - Salem,AGRICULTURAL ENGINEERING,103.5,,89.0,,,,
The Kavery Engineering College - Salem,BIO MEDICAL ENGINEERING,136.5,83.5,118.0,,96.5,,104.5
The Kavery Engineering College - Salem,CIVIL ENGINEERING,122.5,92.0,88.5,,,,
The Kavery Engineering College - Salem,CHEMICAL ENGINEERING,120.5,,95.5,,,,
The Kavery Engineering College - Salem,COMPUTER SCIENCE AND ENGINEERING,127.5,93.0,107.0,117.0,88.5,,105.5
The Kavery Engineering College - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,131.5,96.0,106.0,,84.5,,
The Kavery Engineering College - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,114.0,88.5,103.5,,,,98.0
The Kavery Engineering College - Salem,INFORMATION TECHNOLOGY,126.5,99.5,109.0,,96.5,92.5,108.5
The Kavery Engineering College - Salem,MECHANICAL ENGINEERING,108.5,105.5,98.0,,108.0,,
Selvam College of Technology - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,112.0,104.5,95.0,,90.0,,85.0
Selvam College of Technology - Namakkal,BIO MEDICAL ENGINEERING,84.5,,,,,,
Selvam College of Technology - Namakkal,BIO TECHNOLOGY,87.5,,,,,,
Selvam College of Technology - Namakkal,CIVIL ENGINEERING,127.0,,,,,,
Selvam College of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,117.5,90.0,91.0,115.5,88.0,,103.0
Selvam College of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,112.5,87.0,88.5,111.0,84.5,,108.5
Selvam College of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,98.5,,88.5,,81.0,,85.0
Selvam College of Technology - Namakkal,INFORMATION TECHNOLOGY,105.5,87.0,102.5,,85.0,,
Selvam College of Technology - Namakkal,MECHANICAL ENGINEERING,102.0,90.5,82.5,,82.5,,99.5
Paavai College of Engineering - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.5,141.0,141.5,144.0,118.0,,
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),129.0,95.0,121.5,101.5,88.0,,
Paavai College of Engineering - Namakkal,AUTOMOBILE ENGINEERING,102.0,,,,,,
Paavai College of Engineering - Namakkal,BIO MEDICAL ENGINEERING,117.5,98.5,88.5,,84.5,102.0,116.5
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING,135.5,88.0,123.0,121.5,88.5,,
Paavai College of Engineering - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,124.5,114.0,110.5,,88.5,,
Paavai College of Engineering - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,114.0,108.0,94.5,,,,114.0
Paavai College of Engineering - Namakkal,MECHANICAL ENGINEERING,102.5,89.5,97.5,,,,
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),123.5,90.0,118.0,,94.5,,97.0
Chettinad College of Engineering and Technology - Karur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156.0,128.5,129.5,112.5,102.5,,93.5
Chettinad College of Engineering and Technology - Karur,COMPUTER SCIENCE AND ENGINEERING,145.0,140.0,134.5,118.5,104.5,,107.0
Chettinad College of Engineering and Technology - Karur,ELECTRONICS AND COMMUNICATION ENGINEERING,146.5,128.0,121.0,97.0,98.0,,140.5
Chettinad College of Engineering and Technology - Karur,ELECTRICAL AND ELECTRONICS ENGINEERING,119.0,100.5,105.5,98.0,84.5,,88.0
Chettinad College of Engineering and Technology - Karur,INFORMATION TECHNOLOGY,136.0,129.5,126.5,108.0,114.0,,126.0
Chettinad College of Engineering and Technology - Karur,MECHANICAL ENGINEERING,111.5,85.5,96.5,,,,
Mahendra Institute of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),125.5,90.5,113.5,,,,87.5
Mahendra Institute of Technology - Namakkal,BIO MEDICAL ENGINEERING,124.5,98.0,109.0,,109.0,,118.0
Mahendra Institute of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,132.5,105.5,116.5,84.0,82.0,,87.0
Mahendra Institute of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,145.5,124.0,122.0,122.5,107.5,94.5,110.0
Mahendra Institute of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,119.0,88.5,106.5,,87.5,91.5,
Mahendra Institute of Technology - Namakkal,INFORMATION TECHNOLOGY,131.0,110.0,121.5,86.5,96.5,,121.5
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,117.5,94.0,,,96.0,,
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING,83.0,,,,,,
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,84.0,,,,,,
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,110.0,,,,,,
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),80.0,,,,,,
Excel Engineering College - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133.0,94.0,116.0,115.5,87.5,,98.5
Excel Engineering College - Namakkal,AERONAUTICAL ENGINEERING,143.0,87.0,113.5,96.5,107.0,,131.0
Excel Engineering College - Namakkal,AGRICULTURAL ENGINEERING,133.0,86.5,87.5,,82.0,122.5,122.5
Excel Engineering College - Namakkal,BIO MEDICAL ENGINEERING,132.5,82.0,87.0,97.0,93.0,,114.0
Excel Engineering College - Namakkal,COMPUTER SCIENCE AND BUSSINESS SYSTEM,120.5,107.0,109.5,,89.5,,109.0
Excel Engineering College - Namakkal,CIVIL ENGINEERING,100.0,94.5,84.5,,,,
Excel Engineering College - Namakkal,M.TECH. COMPUTER SCIENCE AND ENGINEERING (INTEGRATED 5 YEARS),106.5,101.5,96.0,,101.5,,94.0
Excel Engineering College - Namakkal,COMPUTER SCIENCE AND ENGINEERING,142.0,98.5,117.5,104.0,84.5,129.0,97.0
Excel Engineering College - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,142.0,123.0,130.0,,94.0,,117.0
Excel Engineering College - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,115.0,92.5,87.5,82.5,91.0,,108.0
Excel Engineering College - Namakkal,FOOD TECHNOLOGY,126.5,100.5,96.5,112.0,93.0,,106.0
Excel Engineering College - Namakkal,INFORMATION TECHNOLOGY,136.0,86.0,115.0,93.0,84.0,,106.5
Excel Engineering College - Namakkal,MECHANICAL ENGINEERING,113.0,94.5,97.5,101.0,80.5,,82.5
Excel Engineering College - Namakkal,PETRO CHEMICAL TECHNOLOGY,89.5,84.5,,,85.5,,
Excel Engineering College - Namakkal,SAFETY AND FIRE ENGINEERING,115.5,99.0,96.5,,98.0,,
CMS College of Engineering - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,101.0,,,,,,
CMS College of Engineering - Namakkal,BIO MEDICAL ENGINEERING,81.5,,,,,,
CMS College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING,96.0,,,,,,
CMS College of Engineering - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,104.5,,,,,,
CMS College of Engineering - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,95.0,,,,,,
CMS College of Engineering - Namakkal,MECHANICAL ENGINEERING,90.0,,85.5,,,,
CMS College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),80.5,,,,,,
AVS Engineering College - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,127.0,84.0,107.0,101.0,79.0,104.0,80.0
AVS Engineering College - Salem,BIO MEDICAL ENGINEERING,144.0,82.0,135.0,126.0,104.0,,137.0
AVS Engineering College - Salem,CIVIL ENGINEERING,109.0,90.0,101.0,,80.5,,104.0
AVS Engineering College - Salem,COMPUTER SCIENCE AND ENGINEERING,131.5,84.5,110.0,93.0,84.5,86.0,112.0
AVS Engineering College - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,127.0,95.5,104.5,94.0,92.0,99.0,101.0
AVS Engineering College - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,125.0,89.5,102.5,99.5,88.0,,100.0
AVS Engineering College - Salem,INFORMATION TECHNOLOGY,137.5,88.5,105.5,,90.0,,109.0
AVS Engineering College - Salem,MECHANICAL ENGINEERING,120.0,85.0,101.5,95.0,91.0,,102.5
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING,109.0,86.5,91.0,,85.0,,
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,98.5,,,,,,
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],INFORMATION TECHNOLOGY,97.5,95.5,83.0,,86.0,,
Narasu's Sarathy Institute of Technology - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139.5,110.0,121.0,119.0,115.0,,
Narasu's Sarathy Institute of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING,139.0,108.0,119.5,95.0,87.0,,85.0
Narasu's Sarathy Institute of Technology - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,120.0,89.5,101.0,,112.5,,
Narasu's Sarathy Institute of Technology - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,90.5,,84.5,,,,
Narasu's Sarathy Institute of Technology - Salem,INFORMATION TECHNOLOGY,129.0,82.5,112.5,104.5,109.5,,
Narasu's Sarathy Institute of Technology - Salem,MECHANICAL ENGINEERING,88.0,,81.5,,,,
Narasu's Sarathy Institute of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),119.5,90.5,105.5,104.0,,,
Jayalakshmi Institute of Technology - Dharmapuri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120.0,99.0,91.5,109.0,104.5,,
Jayalakshmi Institute of Technology - Dharmapuri,AGRICULTURAL ENGINEERING,102.5,,,,,,
Jayalakshmi Institute of Technology - Dharmapuri,CIVIL ENGINEERING,89.0,,,,,,
Jayalakshmi Institute of Technology - Dharmapuri,COMPUTER SCIENCE AND ENGINEERING,108.0,91.0,85.5,,84.5,93.0,93.5
Jayalakshmi Institute of Technology - Dharmapuri,ELECTRONICS AND COMMUNICATION ENGINEERING,115.5,115.0,84.5,,92.5,,
Jayalakshmi Institute of Technology - Dharmapuri,ELECTRICAL AND ELECTRONICS ENGINEERING,80.5,,,,,,
Jayalakshmi Institute of Technology - Dharmapuri,INFORMATION TECHNOLOGY,129.0,117.5,86.0,,121.5,,
Jayalakshmi Institute of Technology - Dharmapuri,MECHANICAL ENGINEERING,85.0,,,,,,
Varuvan Vadivelan Institute of Technology - Dharmapuri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120.0,101.5,97.0,,,,
Varuvan Vadivelan Institute of Technology - Dharmapuri,CIVIL ENGINEERING,96.0,,,,,,
Varuvan Vadivelan Institute of Technology - Dharmapuri,COMPUTER SCIENCE AND ENGINEERING,93.0,,83.5,,,,
Varuvan Vadivelan Institute of Technology - Dharmapuri,ELECTRONICS AND COMMUNICATION ENGINEERING,83.5,,,,,,
Varuvan Vadivelan Institute of Technology - Dharmapuri,ELECTRICAL AND ELECTRONICS ENGINEERING,99.0,,,,,,
Varuvan Vadivelan Institute of Technology - Dharmapuri,INFORMATION TECHNOLOGY,86.0,,,,,,
Varuvan Vadivelan Institute of Technology - Dharmapuri,MECHANICAL ENGINEERING,87.0,,,,,,
P.S.V. College of Engineering and Technology - Krishnagiri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,159.5,124.5,146.5,,127.0,,
P.S.V. College of Engineering and Technology - Krishnagiri,BIO MEDICAL ENGINEERING,102.5,95.0,89.0,,90.0,,
P.S.V. College of Engineering and Technology - Krishnagiri,CIVIL ENGINEERING,104.0,101.0,92.0,,81.5,,
P.S.V. College of Engineering and Technology - Krishnagiri,COMPUTER SCIENCE AND ENGINEERING,139.5,105.5,117.0,124.0,108.5,,92.0
P.S.V. College of Engineering and Technology - Krishnagiri,ELECTRONICS AND COMMUNICATION ENGINEERING,135.0,117.5,109.5,114.5,106.0,,
P.S.V. College of Engineering and Technology - Krishnagiri,ELECTRICAL AND ELECTRONICS ENGINEERING,109.5,90.0,83.5,,80.0,,
P.S.V. College of Engineering and Technology - Krishnagiri,INFORMATION TECHNOLOGY,137.0,81.0,110.0,128.5,112.0,,
P.S.V. College of Engineering and Technology - Krishnagiri,MECHANICAL ENGINEERING,97.0,80.5,80.0,,82.5,,
P.S.V. College of Engineering and Technology - Krishnagiri,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),123.5,101.5,108.0,120.0,99.5,,92.0
Bharathiyar Institute of Engineering for Women - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,137.5,87.0,104.0,122.5,86.0,106.0,85.0
Bharathiyar Institute of Engineering for Women - Salem,COMPUTER SCIENCE AND ENGINEERING,139.0,114.5,90.0,103.0,80.5,122.0,106.0
Bharathiyar Institute of Engineering for Women - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,116.0,88.5,89.5,110.0,91.5,,101.0
Bharathiyar Institute of Engineering for Women - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,89.0,86.0,85.5,,86.0,,
Bharathiyar Institute of Engineering for Women - Salem,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),108.5,82.0,98.0,88.5,87.5,,93.0
Tagore Institute of Engineering and Technology - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,117.5,84.0,98.0,85.5,95.0,,
Tagore Institute of Engineering and Technology - Salem,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),101.0,90.5,86.0,,,,
Tagore Institute of Engineering and Technology - Salem,CIVIL ENGINEERING,117.0,,,,,,
Tagore Institute of Engineering and Technology - Salem,COMPUTER SCIENCE AND ENGINEERING,114.0,88.0,97.5,94.5,102.5,,
Tagore Institute of Engineering and Technology - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,104.0,81.5,92.5,91.5,,,
Tagore Institute of Engineering and Technology - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,96.0,81.0,86.0,,,,
Tagore Institute of Engineering and Technology - Salem,MECHANICAL ENGINEERING,83.5,,,,,,
J.K.K Nataraja College of Engineering and Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,122.0,115.0,100.5,,102.5,,121.5
J.K.K Nataraja College of Engineering and Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,101.0,86.5,84.5,,,,85.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,87.5,,,,,,
J.K.K Nataraja College of Engineering and Technology - Namakkal,INFORMATION TECHNOLOGY,113.0,83.0,103.5,,102.5,,84.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,MECHANICAL ENGINEERING,80.0,,,,,,
Annapoorana Engineering College- Salem (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.0,106.0,122.5,101.0,132.5,,135.0
Annapoorana Engineering College- Salem (Dist),AUTOMOBILE ENGINEERING,83.0,,77.5,,82.5,,
Annapoorana Engineering College- Salem (Dist),BIO MEDICAL ENGINEERING,115.0,80.0,86.5,92.0,99.5,,112.5
Annapoorana Engineering College- Salem (Dist),CIVIL ENGINEERING,82.5,,,,,,
Annapoorana Engineering College- Salem (Dist),COMPUTER SCIENCE AND ENGINEERING,143.5,118.0,123.5,,132.5,,136.5
Annapoorana Engineering College- Salem (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,125.0,97.0,104.0,112.0,107.0,,115.5
Annapoorana Engineering College- Salem (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,112.5,82.0,94.0,,84.5,,108.0
Annapoorana Engineering College- Salem (Dist),INFORMATION TECHNOLOGY,128.5,80.5,116.0,80.5,111.0,,116.0
Annapoorana Engineering College- Salem (Dist),MECHANICAL ENGINEERING,96.0,93.0,90.0,,90.0,,
Christ The King Engineering College- Coimbatore (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,123.5,85.0,82.5,,87.0,,102.0
Christ The King Engineering College- Coimbatore (Dist),COMPUTER SCIENCE AND ENGINEERING,113.5,86.5,81.5,95.5,101.0,89.0,
Christ The King Engineering College- Coimbatore (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,98.0,,81.5,,,80.5,
Christ The King Engineering College- Coimbatore (Dist),INFORMATION TECHNOLOGY,116.5,91.0,95.0,,88.0,,
Christ The King Engineering College- Coimbatore (Dist),MECHANICAL ENGINEERING,81.0,,,,,,
Jai Sriram College of Technology- Tirupur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.0,133.5,94.5,97.0,129.0,,123.5
Jai Sriram College of Technology- Tirupur,CIVIL ENGINEERING,112.0,86.5,106.5,,,,
Jai Sriram College of Technology- Tirupur,COMPUTER SCIENCE AND ENGINEERING,135.0,109.0,114.5,,97.0,,123.0
Jai Sriram College of Technology- Tirupur,ELECTRONICS AND COMMUNICATION ENGINEERING,132.0,116.5,91.0,,90.5,,101.0
Jai Sriram College of Technology- Tirupur,ELECTRICAL AND ELECTRONICS ENGINEERING,106.5,86.0,97.0,,90.5,,
Jai Sriram College of Technology- Tirupur,FASHION TECHNOLOGY,113.5,84.0,88.5,104.5,89.0,,93.0
Jai Sriram College of Technology- Tirupur,INFORMATION TECHNOLOGY,127.5,114.0,100.0,,83.0,,119.5
Jai Sriram College of Technology- Tirupur,MECHANICAL ENGINEERING,109.0,93.0,83.0,,83.5,,101.5
Al-Ameen Engineering College- Erode,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.5,93.5,103.0,123.0,104.0,,104.5
Al-Ameen Engineering College- Erode,COMPUTER SCIENCE AND ENGINEERING,103.5,,93.5,101.0,,,
Al-Ameen Engineering College- Erode,ELECTRONICS AND COMMUNICATION ENGINEERING,103.5,,,96.5,,,
Al-Ameen Engineering College- Erode,ELECTRICAL AND ELECTRONICS ENGINEERING,91.0,,,,,,
Al-Ameen Engineering College- Erode,INFORMATION TECHNOLOGY,113.5,92.5,93.5,107.0,86.5,,108.5
Al-Ameen Engineering College- Erode,MECHANICAL ENGINEERING,100.0,,,,,,
Knowledge Institute of Technology- Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,163.5,150.5,147.0,143.5,98.0,109.5,102.0
Knowledge Institute of Technology- Salem,COMPUTER SCIENCE AND BUSSINESS SYSTEM,157.5,147.5,143.0,142.0,89.0,,
Knowledge Institute of Technology- Salem,CIVIL ENGINEERING,134.5,101.5,130.0,,95.0,,
Knowledge Institute of Technology- Salem,COMPUTER SCIENCE AND ENGINEERING,170.0,159.0,154.5,131.5,90.0,165.5,166.0
Knowledge Institute of Technology- Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,163.0,151.0,150.0,133.0,106.0,94.5,
Knowledge Institute of Technology- Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,153.5,146.5,143.5,132.0,96.5,,151.5
Knowledge Institute of Technology- Salem,INFORMATION TECHNOLOGY,160.5,149.0,149.0,128.5,86.0,129.0,102.0
Knowledge Institute of Technology- Salem,MECHANICAL ENGINEERING,136.0,112.0,110.5,86.5,104.5,,110.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,170.5,143.0,137.5,104.0,140.5,,
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),153.0,135.5,122.5,,95.0,,120.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),CIVIL ENGINEERING,137.0,111.0,123.5,,107.0,89.5,126.5
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),COMPUTER SCIENCE AND ENGINEERING,174.5,142.0,142.5,,101.5,,155.5
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,161.5,136.5,141.5,138.0,101.0,,126.0
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,144.5,133.0,128.0,132.5,124.5,,140.5
Erode Builder Educational TrustÃ¢â‚¬â„¢s Group of Institutions - Tiruppur (Dist),MECHANICAL ENGINEERING,132.5,113.5,119.0,127.0,104.0,,114.5
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),BIO MEDICAL ENGINEERING,82.0,,,,,,
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),COMPUTER SCIENCE AND ENGINEERING,90.5,,,,,,87.0
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,83.5,,,,,,
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,93.5,,,,,,
V S A Educational and Charitable TrustÃ¢â‚¬â„¢s group of institutions - Salem(Dist),INFORMATION TECHNOLOGY,102.5,,96.5,93.5,98.0,,100.0
Salem College of Engineering and Technology - Salem(Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136.0,,97.0,,124.0,,
Salem College of Engineering and Technology - Salem(Dist),BIO MEDICAL ENGINEERING,128.5,94.0,82.5,89.0,96.5,,119.0
Salem College of Engineering and Technology - Salem(Dist),BIO TECHNOLOGY,117.5,,84.0,,116.5,,100.5
Salem College of Engineering and Technology - Salem(Dist),COMPUTER SCIENCE AND ENGINEERING,125.5,81.5,98.5,98.0,87.0,116.5,112.0
Salem College of Engineering and Technology - Salem(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,114.5,91.5,90.5,,90.0,,107.0
Salem College of Engineering and Technology - Salem(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,120.0,94.0,82.0,,93.5,82.0,
Salem College of Engineering and Technology - Salem(Dist),INFORMATION TECHNOLOGY,109.0,80.0,85.0,,87.0,,105.5
Salem College of Engineering and Technology - Salem(Dist),MECHANICAL ENGINEERING,105.5,86.0,84.5,,80.5,,104.0
Sree Sakthi Engineering College- Coimbatore (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.0,131.5,138.5,90.5,112.5,,104.5
Sree Sakthi Engineering College- Coimbatore (Dist),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),145.5,133.0,132.5,129.5,125.5,110.5,116.0
Sree Sakthi Engineering College- Coimbatore (Dist),CIVIL ENGINEERING,120.0,102.0,115.0,,100.0,,104.5
Sree Sakthi Engineering College- Coimbatore (Dist),COMPUTER SCIENCE AND ENGINEERING,151.5,144.0,132.0,131.5,112.5,106.5,117.5
Sree Sakthi Engineering College- Coimbatore (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,146.5,120.5,127.5,94.0,111.0,135.5,119.0
Sree Sakthi Engineering College- Coimbatore (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,112.5,115.5,,114.0,,115.5
Sree Sakthi Engineering College- Coimbatore (Dist),INFORMATION TECHNOLOGY,151.0,125.0,130.0,130.5,125.0,,126.0
Sree Sakthi Engineering College- Coimbatore (Dist),MECHANICAL ENGINEERING,114.5,103.5,108.5,,101.5,,99.0
