college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca,year
Sengunthar Engineering College - Namakkal,MECHANICAL ENGINEERING,88.5,,,,,,,2022.0
Sengunthar Engineering College - Namakkal,PHARMACEUTICAL TECHNOLOGY,119.0,90.5,88.0,,103.0,,89.5,2022.0
Sengunthar Engineering College - Namakkal,ROBOTICS AND AUTOMATION,83.5,,,,,,,2022.0
Sengunthar Engineering College - Namakkal,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),113.5,104.0,90.5,,,,,2022.0
SONA College of Technology - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,176.5,171.0,169.5,173.0,121.5,125.0,118.0,2022.0
SONA College of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),173.5,170.0,168.0,169.0,131.0,,,2022.0
SONA College of Technology - Salem,BIO MEDICAL ENGINEERING,159.0,148.5,144.5,158.5,130.5,,128.5,2022.0
SONA College of Technology - Salem,COMPUTER SCIENCE AND DESIGN,170.0,166.5,165.0,161.0,119.0,,113.0,2022.0
SONA College of Technology - Salem,CIVIL ENGINEERING,148.5,121.0,134.0,,119.5,,,2022.0
SONA College of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING,182.0,177.0,174.5,169.5,138.0,144.5,137.5,2022.0
SONA College of Technology - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,174.5,169.0,166.5,163.5,125.5,107.5,128.0,2022.0
SONA College of Technology - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,164.5,160.0,160.0,153.0,120.0,,100.0,2022.0
SONA College of Technology - Salem,ELECTRICAL AND COMPUTER ENGINNERING,164.0,155.5,153.0,159.0,86.5,,,2022.0
SONA College of Technology - Salem,ELECTRONICS AND COMPUTER ENGINEERING,164.5,158.5,157.5,160.5,101.0,110.0,104.0,2022.0
SONA College of Technology - Salem,FASHION TECHNOLOGY,149.5,141.5,123.5,138.5,86.0,,,2022.0
SONA College of Technology - Salem,INFORMATION TECHNOLOGY,174.0,171.5,171.0,164.0,126.0,135.0,118.0,2022.0
SONA College of Technology - Salem,MECHANICAL ENGINEERING,154.0,142.0,142.5,125.0,91.5,,107.0,2022.0
SONA College of Technology - Salem,MECHATRONICS ENGINEERING,155.5,150.0,148.5,156.5,110.0,,,2022.0
Vivekanandha College of Engineering for Women - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,171.0,160.5,141.5,,94.5,,148.0,2022.0
Vivekanandha College of Engineering for Women - Namakkal,AGRICULTURAL ENGINEERING,129.5,110.5,118.0,,112.5,,116.0,2022.0
Vivekanandha College of Engineering for Women - Namakkal,BIO MEDICAL ENGINEERING,147.0,131.0,124.5,122.0,133.5,134.5,145.0,2022.0
Vivekanandha College of Engineering for Women - Namakkal,BIO TECHNOLOGY,145.0,121.5,125.5,120.5,107.5,,143.0,2022.0
Vivekanandha College of Engineering for Women - Namakkal,CIVIL ENGINEERING,122.5,109.5,110.5,115.0,109.0,,110.0,2022.0
Vivekanandha College of Engineering for Women - Namakkal,COMPUTER SCIENCE AND ENGINEERING,162.5,142.0,130.5,137.0,86.0,119.5,102.0,2022.0
Vivekanandha College of Engineering for Women - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,152.0,138.5,131.5,110.5,111.0,105.5,130.0,2022.0
Vivekanandha College of Engineering for Women - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,136.5,122.5,127.0,,109.0,119.0,117.5,2022.0
Vivekanandha College of Engineering for Women - Namakkal,INFORMATION TECHNOLOGY,161.5,141.5,133.0,144.0,85.5,,104.5,2022.0
Vivekanandha College of Engineering for Women - Namakkal,COMPUTER SCIENCE AND TECHNOLOGY,153.5,140.5,129.5,136.0,107.0,,88.5,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5,117.0,128.5,141.5,111.0,,137.5,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],AERONAUTICAL ENGINEERING,110.0,87.0,92.0,98.0,104.5,,,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],COMPUTER SCIENCE AND BUSSINESS SYSTEM,128.0,102.0,120.5,123.5,94.5,,97.5,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],CIVIL ENGINEERING,94.0,81.0,85.5,,90.5,,,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],CHEMICAL ENGINEERING,110.0,83.5,91.0,107.5,105.0,,,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],COMPUTER SCIENCE AND ENGINEERING,160.5,136.5,131.0,149.0,106.0,,,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,138.5,119.5,129.5,126.0,90.5,,,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,122.0,100.0,114.0,109.5,88.0,,,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],INFORMATION TECHNOLOGY,141.5,114.0,128.0,136.5,94.5,,95.5,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],MECHANICAL ENGINEERING,97.5,87.0,79.5,94.0,79.0,,,2022.0
Er. Perumal Manimekalai College of Engineering - Hosur [Krishnagiri (Dist)],MECHATRONICS ENGINEERING,116.0,85.0,106.5,116.5,90.5,,,2022.0
V.S.B. Engineering College - Karur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164.5,150.5,138.5,147.0,92.0,111.0,133.5,2022.0
V.S.B. Engineering College - Karur,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),155.0,147.0,135.0,128.5,96.5,,168.5,2022.0
V.S.B. Engineering College - Karur,BIO MEDICAL ENGINEERING,154.0,137.0,126.5,,96.5,,131.5,2022.0
V.S.B. Engineering College - Karur,BIO TECHNOLOGY,171.0,137.0,136.0,119.0,129.0,114.5,,2022.0
V.S.B. Engineering College - Karur,COMPUTER SCIENCE AND BUSSINESS SYSTEM,146.5,145.0,138.0,134.5,109.5,,103.5,2022.0
V.S.B. Engineering College - Karur,CIVIL ENGINEERING,159.0,130.5,121.5,,98.0,,,2022.0
V.S.B. Engineering College - Karur,CHEMICAL ENGINEERING,144.0,133.0,124.0,126.5,92.5,,118.5,2022.0
V.S.B. Engineering College - Karur,COMPUTER AND COMMUNICATION ENGINEERING,144.5,141.5,132.5,124.5,106.5,,100.0,2022.0
V.S.B. Engineering College - Karur,COMPUTER SCIENCE AND ENGINEERING,172.0,164.5,147.5,155.0,93.5,135.5,133.5,2022.0
V.S.B. Engineering College - Karur,ELECTRONICS AND COMMUNICATION ENGINEERING,160.5,148.5,135.0,123.5,93.5,134.0,131.5,2022.0
V.S.B. Engineering College - Karur,ELECTRICAL AND ELECTRONICS ENGINEERING,148.0,142.5,132.5,162.0,103.5,,116.0,2022.0
V.S.B. Engineering College - Karur,INFORMATION TECHNOLOGY,162.0,152.5,141.5,131.0,93.0,118.0,134.0,2022.0
V.S.B. Engineering College - Karur,MECHANICAL ENGINEERING,146.5,137.0,127.5,127.0,97.5,,121.5,2022.0
Maha College of Engineering - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.5,92.5,103.5,107.0,106.5,,,2022.0
Maha College of Engineering - Salem,BIO MEDICAL ENGINEERING,110.0,90.0,98.5,108.5,104.5,,108.0,2022.0
Maha College of Engineering - Salem,COMPUTER SCIENCE AND ENGINEERING,129.0,92.5,107.0,93.0,93.5,94.0,,2022.0
Maha College of Engineering - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,137.5,104.5,126.5,113.5,90.0,,116.0,2022.0
Maha College of Engineering - Salem,INFORMATION TECHNOLOGY,124.0,79.5,106.5,100.5,88.5,,,2022.0
Gnanamani College of Technology - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144.5,117.0,125.0,120.5,117.5,135.5,114.0,2022.0
Gnanamani College of Technology - Namakkal,AGRICULTURAL ENGINEERING,112.0,90.0,86.0,,82.0,,,2022.0
Gnanamani College of Technology - Namakkal,BIO MEDICAL ENGINEERING,127.0,84.5,90.0,,107.0,,104.5,2022.0
Gnanamani College of Technology - Namakkal,BIO TECHNOLOGY,126.5,101.5,87.0,,111.5,,115.5,2022.0
Gnanamani College of Technology - Namakkal,CHEMICAL ENGINEERING,117.0,98.0,96.0,,81.5,89.0,89.0,2022.0
Gnanamani College of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,130.0,82.5,105.5,106.5,100.5,115.5,125.0,2022.0
Gnanamani College of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,134.0,94.0,95.0,86.5,100.0,,114.0,2022.0
Gnanamani College of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,113.0,90.0,91.5,,81.0,105.5,93.5,2022.0
Gnanamani College of Technology - Namakkal,FOOD TECHNOLOGY,106.5,84.5,84.0,,86.5,,,2022.0
Gnanamani College of Technology - Namakkal,INFORMATION TECHNOLOGY,119.0,90.0,97.5,93.0,96.5,106.5,109.0,2022.0
Gnanamani College of Technology - Namakkal,MECHANICAL ENGINEERING,98.0,83.5,90.5,,89.0,91.5,91.0,2022.0
Gnanamani College of Technology - Namakkal,PHARMACEUTICAL TECHNOLOGY,122.0,89.0,86.5,,88.0,,83.5,2022.0
The Kavery Engineering College - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134.5,91.5,109.5,,110.5,,123.0,2022.0
The Kavery Engineering College - Salem,AGRICULTURAL ENGINEERING,102.5,,89.5,,,,,2022.0
The Kavery Engineering College - Salem,BIO MEDICAL ENGINEERING,137.0,83.0,119.0,,97.5,,105.0,2022.0
The Kavery Engineering College - Salem,CIVIL ENGINEERING,121.5,91.5,89.0,,,,,2022.0
The Kavery Engineering College - Salem,CHEMICAL ENGINEERING,119.5,,96.0,,,,,2022.0
The Kavery Engineering College - Salem,COMPUTER SCIENCE AND ENGINEERING,127.0,93.5,107.5,117.5,88.0,,106.5,2022.0
The Kavery Engineering College - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,132.0,95.0,105.0,,85.5,,,2022.0
The Kavery Engineering College - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,113.5,87.5,104.5,,,,99.0,2022.0
The Kavery Engineering College - Salem,INFORMATION TECHNOLOGY,127.5,100.0,108.0,,97.0,92.0,108.0,2022.0
The Kavery Engineering College - Salem,MECHANICAL ENGINEERING,109.0,105.0,97.5,,107.5,,,2022.0
Selvam College of Technology - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,111.0,104.0,96.0,,91.0,,85.5,2022.0
Selvam College of Technology - Namakkal,BIO MEDICAL ENGINEERING,85.5,,,,,,,2022.0
Selvam College of Technology - Namakkal,BIO TECHNOLOGY,86.5,,,,,,,2022.0
Selvam College of Technology - Namakkal,CIVIL ENGINEERING,127.5,,,,,,,2022.0
Selvam College of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,117.0,89.5,90.0,115.0,88.5,,104.0,2022.0
Selvam College of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,112.0,86.0,89.0,110.0,85.0,,107.5,2022.0
Selvam College of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,99.5,,88.0,,80.5,,85.5,2022.0
Selvam College of Technology - Namakkal,INFORMATION TECHNOLOGY,104.5,88.0,103.5,,84.0,,,2022.0
Selvam College of Technology - Namakkal,MECHANICAL ENGINEERING,101.0,89.5,83.5,,83.0,,99.0,2022.0
Paavai College of Engineering - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.0,140.5,141.0,143.5,118.5,,,2022.0
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),129.5,94.0,121.0,101.0,87.0,,,2022.0
Paavai College of Engineering - Namakkal,AUTOMOBILE ENGINEERING,101.5,,,,,,,2022.0
Paavai College of Engineering - Namakkal,BIO MEDICAL ENGINEERING,118.5,99.0,89.0,,85.0,102.5,117.5,2022.0
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING,136.5,89.0,123.5,120.5,88.0,,,2022.0
Paavai College of Engineering - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,124.0,114.5,111.0,,88.0,,,2022.0
Paavai College of Engineering - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,113.5,108.5,95.5,,,,113.0,2022.0
Paavai College of Engineering - Namakkal,MECHANICAL ENGINEERING,103.5,89.0,97.0,,,,,2022.0
Paavai College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),124.0,89.5,117.0,,95.5,,96.0,2022.0
Chettinad College of Engineering and Technology - Karur,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156.5,127.5,129.0,113.0,103.0,,92.5,2022.0
Chettinad College of Engineering and Technology - Karur,COMPUTER SCIENCE AND ENGINEERING,145.5,140.5,134.0,118.0,105.5,,106.0,2022.0
Chettinad College of Engineering and Technology - Karur,ELECTRONICS AND COMMUNICATION ENGINEERING,146.0,127.0,120.5,98.0,97.0,,140.0,2022.0
Chettinad College of Engineering and Technology - Karur,ELECTRICAL AND ELECTRONICS ENGINEERING,118.5,101.0,104.5,99.0,83.5,,87.0,2022.0
Chettinad College of Engineering and Technology - Karur,INFORMATION TECHNOLOGY,135.5,130.0,125.5,108.5,113.0,,126.5,2022.0
Chettinad College of Engineering and Technology - Karur,MECHANICAL ENGINEERING,111.0,85.0,97.5,,,,,2022.0
Mahendra Institute of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),124.5,90.0,114.0,,,,88.5,2022.0
Mahendra Institute of Technology - Namakkal,BIO MEDICAL ENGINEERING,125.5,99.0,108.0,,108.0,,117.5,2022.0
Mahendra Institute of Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,132.0,106.0,116.0,85.0,81.5,,86.5,2022.0
Mahendra Institute of Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,146.5,125.0,121.0,121.5,107.0,95.0,109.5,2022.0
Mahendra Institute of Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,120.0,87.5,107.5,,88.5,91.0,,2022.0
Mahendra Institute of Technology - Namakkal,INFORMATION TECHNOLOGY,132.0,109.0,120.5,87.0,97.0,,122.0,2022.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,118.5,94.5,,,95.0,,,2022.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING,83.5,,,,,,,2022.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,84.5,,,,,,,2022.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,111.0,,,,,,,2022.0
Vidhya Vikkas College of Engineering and Technolgy - Tiruchengode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),79.0,,,,,,,2022.0
Excel Engineering College - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133.5,95.0,116.5,116.5,86.5,,99.0,2022.0
Excel Engineering College - Namakkal,AERONAUTICAL ENGINEERING,142.5,88.0,114.0,97.0,108.0,,132.0,2022.0
Excel Engineering College - Namakkal,AGRICULTURAL ENGINEERING,133.5,87.0,87.0,,81.0,123.5,121.5,2022.0
Excel Engineering College - Namakkal,BIO MEDICAL ENGINEERING,133.0,83.0,87.5,97.5,93.5,,113.5,2022.0
Excel Engineering College - Namakkal,COMPUTER SCIENCE AND BUSSINESS SYSTEM,121.0,106.0,108.5,,88.5,,108.5,2022.0
Excel Engineering College - Namakkal,CIVIL ENGINEERING,100.5,95.0,85.0,,,,,2022.0
Excel Engineering College - Namakkal,M.TECH. COMPUTER SCIENCE AND ENGINEERING (INTEGRATED 5 YEARS),105.5,102.5,95.5,,102.5,,95.0,2022.0
Excel Engineering College - Namakkal,COMPUTER SCIENCE AND ENGINEERING,141.0,97.5,117.0,103.5,83.5,129.5,97.5,2022.0
Excel Engineering College - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,141.0,124.0,129.0,,93.5,,116.5,2022.0
Excel Engineering College - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,114.0,92.0,88.0,83.0,92.0,,107.5,2022.0
Excel Engineering College - Namakkal,FOOD TECHNOLOGY,127.5,101.0,96.0,112.5,92.0,,105.5,2022.0
Excel Engineering College - Namakkal,INFORMATION TECHNOLOGY,137.0,85.5,114.5,92.0,85.0,,107.5,2022.0
Excel Engineering College - Namakkal,MECHANICAL ENGINEERING,114.0,94.0,98.5,101.5,81.0,,81.5,2022.0
Excel Engineering College - Namakkal,PETRO CHEMICAL TECHNOLOGY,90.5,85.5,,,86.5,,,2022.0
Excel Engineering College - Namakkal,SAFETY AND FIRE ENGINEERING,115.0,100.0,96.0,,97.5,,,2022.0
CMS College of Engineering - Namakkal,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,101.5,,,,,,,2022.0
CMS College of Engineering - Namakkal,BIO MEDICAL ENGINEERING,80.5,,,,,,,2022.0
CMS College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING,97.0,,,,,,,2022.0
CMS College of Engineering - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,105.5,,,,,,,2022.0
CMS College of Engineering - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,94.5,,,,,,,2022.0
CMS College of Engineering - Namakkal,MECHANICAL ENGINEERING,90.5,,85.0,,,,,2022.0
CMS College of Engineering - Namakkal,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),79.5,,,,,,,2022.0
AVS Engineering College - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,128.0,83.0,106.0,100.5,78.5,104.5,81.0,2022.0
AVS Engineering College - Salem,BIO MEDICAL ENGINEERING,145.0,81.0,134.5,127.0,103.0,,136.0,2022.0
AVS Engineering College - Salem,CIVIL ENGINEERING,108.5,89.5,100.5,,81.5,,104.5,2022.0
AVS Engineering College - Salem,COMPUTER SCIENCE AND ENGINEERING,132.0,84.0,110.5,92.0,85.0,85.5,111.5,2022.0
AVS Engineering College - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,126.5,94.5,105.0,93.5,93.0,99.5,102.0,2022.0
AVS Engineering College - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,124.5,89.0,103.0,99.0,87.5,,99.0,2022.0
AVS Engineering College - Salem,INFORMATION TECHNOLOGY,136.5,89.0,104.5,,90.5,,109.5,2022.0
AVS Engineering College - Salem,MECHANICAL ENGINEERING,121.0,86.0,101.0,95.5,90.5,,102.0,2022.0
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],COMPUTER SCIENCE AND ENGINEERING,109.5,86.0,90.5,,85.5,,,2022.0
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,98.0,,,,,,,2022.0
Mahendra Engineering College for Women - Tiruchencode [Namakkal(Dist)],INFORMATION TECHNOLOGY,97.0,95.0,83.5,,85.0,,,2022.0
Narasu's Sarathy Institute of Technology - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139.0,110.5,122.0,118.0,116.0,,,2022.0
Narasu's Sarathy Institute of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING,140.0,107.5,119.0,95.5,86.5,,84.0,2022.0
Narasu's Sarathy Institute of Technology - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,119.0,90.5,100.5,,111.5,,,2022.0
Narasu's Sarathy Institute of Technology - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,90.0,,83.5,,,,,2022.0
Narasu's Sarathy Institute of Technology - Salem,INFORMATION TECHNOLOGY,128.5,82.0,112.0,105.5,110.0,,,2022.0
Narasu's Sarathy Institute of Technology - Salem,MECHANICAL ENGINEERING,88.5,,82.5,,,,,2022.0
Narasu's Sarathy Institute of Technology - Salem,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),120.0,91.0,106.5,103.5,,,,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,119.0,98.0,91.0,109.5,105.5,,,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,AGRICULTURAL ENGINEERING,103.5,,,,,,,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,CIVIL ENGINEERING,88.0,,,,,,,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,COMPUTER SCIENCE AND ENGINEERING,107.0,90.5,84.5,,85.5,92.5,94.5,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,ELECTRONICS AND COMMUNICATION ENGINEERING,116.5,114.0,85.5,,91.5,,,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,ELECTRICAL AND ELECTRONICS ENGINEERING,81.0,,,,,,,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,INFORMATION TECHNOLOGY,130.0,118.0,85.0,,121.0,,,2022.0
Jayalakshmi Institute of Technology - Dharmapuri,MECHANICAL ENGINEERING,84.0,,,,,,,2022.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,119.5,100.5,96.0,,,,,2022.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,CIVIL ENGINEERING,95.0,,,,,,,2022.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,COMPUTER SCIENCE AND ENGINEERING,94.0,,84.0,,,,,2022.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,ELECTRONICS AND COMMUNICATION ENGINEERING,84.0,,,,,,,2022.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,ELECTRICAL AND ELECTRONICS ENGINEERING,100.0,,,,,,,2022.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,INFORMATION TECHNOLOGY,85.5,,,,,,,2022.0
Varuvan Vadivelan Institute of Technology - Dharmapuri,MECHANICAL ENGINEERING,87.5,,,,,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,158.5,125.5,146.0,,126.5,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,BIO MEDICAL ENGINEERING,103.5,94.0,88.0,,90.5,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,CIVIL ENGINEERING,103.0,100.5,93.0,,82.5,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,COMPUTER SCIENCE AND ENGINEERING,139.0,104.5,118.0,125.0,109.5,,92.5,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,ELECTRONICS AND COMMUNICATION ENGINEERING,135.5,117.0,108.5,115.0,105.0,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,ELECTRICAL AND ELECTRONICS ENGINEERING,108.5,89.0,83.0,,80.5,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,INFORMATION TECHNOLOGY,136.5,80.5,110.5,129.5,111.5,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,MECHANICAL ENGINEERING,97.5,79.5,79.5,,83.5,,,2022.0
P.S.V. College of Engineering and Technology - Krishnagiri,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),123.0,102.5,107.5,120.5,98.5,,92.5,2022.0
Bharathiyar Institute of Engineering for Women - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.0,87.5,105.0,121.5,87.0,105.5,84.5,2022.0
Bharathiyar Institute of Engineering for Women - Salem,COMPUTER SCIENCE AND ENGINEERING,140.0,114.0,89.0,102.5,81.0,121.5,105.0,2022.0
Bharathiyar Institute of Engineering for Women - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,115.0,89.5,89.0,109.0,91.0,,102.0,2022.0
Bharathiyar Institute of Engineering for Women - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,90.0,87.0,86.5,,85.5,,,2022.0
Bharathiyar Institute of Engineering for Women - Salem,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),109.5,83.0,99.0,88.0,88.0,,94.0,2022.0
Tagore Institute of Engineering and Technology - Salem,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,117.0,83.5,97.5,86.5,94.5,,,2022.0
Tagore Institute of Engineering and Technology - Salem,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),100.0,89.5,87.0,,,,,2022.0
Tagore Institute of Engineering and Technology - Salem,CIVIL ENGINEERING,118.0,,,,,,,2022.0
Tagore Institute of Engineering and Technology - Salem,COMPUTER SCIENCE AND ENGINEERING,113.5,88.5,98.5,93.5,102.0,,,2022.0
Tagore Institute of Engineering and Technology - Salem,ELECTRONICS AND COMMUNICATION ENGINEERING,105.0,80.5,92.0,92.0,,,,2022.0
Tagore Institute of Engineering and Technology - Salem,ELECTRICAL AND ELECTRONICS ENGINEERING,97.0,82.0,87.0,,,,,2022.0
Tagore Institute of Engineering and Technology - Salem,MECHANICAL ENGINEERING,82.5,,,,,,,2022.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,COMPUTER SCIENCE AND ENGINEERING,121.0,114.5,100.0,,103.0,,120.5,2022.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,ELECTRONICS AND COMMUNICATION ENGINEERING,100.0,87.0,85.5,,,,84.5,2022.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,ELECTRICAL AND ELECTRONICS ENGINEERING,88.0,,,,,,,2022.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,INFORMATION TECHNOLOGY,113.5,84.0,102.5,,102.0,,83.5,2022.0
J.K.K Nataraja College of Engineering and Technology - Namakkal,MECHANICAL ENGINEERING,80.5,,,,,,,2022.0
Annapoorana Engineering College- Salem (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148.0,105.5,123.5,100.5,133.0,,134.0,2022.0
Annapoorana Engineering College- Salem (Dist),AUTOMOBILE ENGINEERING,82.5,,78.5,,83.0,,,2022.0
Annapoorana Engineering College- Salem (Dist),BIO MEDICAL ENGINEERING,114.5,79.0,87.0,91.5,100.0,,111.5,2022.0
Annapoorana Engineering College- Salem (Dist),CIVIL ENGINEERING,82.0,,,,,,,2022.0
Annapoorana Engineering College- Salem (Dist),COMPUTER SCIENCE AND ENGINEERING,143.0,117.0,123.0,,133.0,,135.5,2022.0
Annapoorana Engineering College- Salem (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,125.5,98.0,104.5,111.5,106.0,,114.5,2022.0
Annapoorana Engineering College- Salem (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,113.5,81.5,95.0,,84.0,,109.0,2022.0
Annapoorana Engineering College- Salem (Dist),INFORMATION TECHNOLOGY,129.0,80.0,117.0,79.5,110.5,,115.5,2022.0
Annapoorana Engineering College- Salem (Dist),MECHANICAL ENGINEERING,96.5,93.5,89.5,,91.0,,,2022.0
